FID,FID_1,CODE_MECAN,RESEAU,COMMUNE,PROVINCE,NOM_REGION,ADRESSE,XX,XY,OBJECTID,ID,NAME,TOTPOP_CY
1582,393,32800,DAR CHAOUI,DAR CHAOUI,TANGER ASSILAH,TANGER,Centre Dar chaoui 90052 TANGER ASSILAH,-5.723000000000000,35.530999999999999,66,2405,Tanger-Assilah,954533
1583,486,32300,HAD RHARBIA,LKHALOUA,TANGER ASSILAH,TANGER,Centre souk Had El Gharbia Lkhaloua   90302 TANGER ASSILAH,-5.935000000000000,35.512000000000000,66,2405,Tanger-Assilah,954533
1584,639,39036,BAHRAOUIYNE TANJA,AL BAHRAOYINE,FAHS ANJRA,TANGER,commune AL BAHRAOYINE 94022 FAHS ANJRA,-5.724000000000000,35.796999999999997,66,2405,Tanger-Assilah,954533
1585,698,39033,SEBT ZENIATE,AZZINATE,TANGER ASSILAH,TANGER,commune AZZINATE 90036 TANGER ASSILAH,-5.736000000000000,35.652000000000001,66,2405,Tanger-Assilah,954533
1586,751,39031,HAJR ENHAL,BOUKHALEF,TANGER ASSILAH,TANGER,commune BOUKHALEF  90025 TANGER ASSILAH,-5.927000000000000,35.600000000000001,66,2405,Tanger-Assilah,954533
1587,771,39034,SANIA EL JADIDA,CHARF-MGHOGHA,TANGER ASSILAH,TANGER,commune CHARF-MGHOGHA 90035 TANGER,-5.755000000000000,35.780999999999999,66,2405,Tanger-Assilah,954533
1588,917,39030,BAHRIYNE EL AOUAMA,LAAOUAMA,FAHS ANJRA,TANGER,commune LAAOUAMA 94023 FAHS ANJRA,-5.801000000000000,35.659999999999997,66,2405,Tanger-Assilah,954533
1589,1378,39064,TANGER COMPLEXE HASSANI,BNI MAKADA,TANGER ASSILAH,TANGER,Complexe Hassani Badr 13 n° 4 Complexe Hassani 90022 TANGER,-5.840000000000000,35.746000000000002,66,2405,Tanger-Assilah,954533
1590,1379,39065,TANGER MESNANA,TANGER-MEDINA,TANGER ASSILAH,TANGER,Complexe Mesnana n° A bloc 4  90033 TANGER,-5.838000000000000,35.765999999999998,66,2405,Tanger-Assilah,954533
1591,1423,39010,TANGER AL IRFANE,TANGER-MEDINA,TANGER ASSILAH,TANGER,Imm 97 Magasins 101 et 102 Complexe Doha – Al Irfane 90045 Tanger,-5.849000000000000,35.741999999999997,66,2405,Tanger-Assilah,954533
1592,1491,39020,TANGER EL OUAFAE,TANGER-MEDINA,TANGER ASSILAH,TANGER,N° 93 Complexe Doha – Al wafae 90044 Tanger,-5.880000000000000,35.731999999999999,66,2405,Tanger-Assilah,954533
1593,1509,38700,TANGER 20 AOUT,CHARF-SOUANI,TANGER ASSILAH,TANGER,Place 20 Aout 90043 TANGER,-5.821000000000000,35.771000000000001,66,2405,Tanger-Assilah,954533
1594,1527,39100,TANGER SOUANI,CHARF-SOUANI,TANGER ASSILAH,TANGER,Place du Maroc Souani 90004 TANGER,-5.815000000000000,35.768000000000001,66,2405,Tanger-Assilah,954533
1595,38,45700,TETOUAN SIDI TALHA,TETOUAN,TETOUAN,TANGER,Agence Sidi Talha Av Abdelkrim El Khattabi Bario 93004 TETOUAN,-5.381000000000000,35.575000000000003,67,2406,Tétouan,536347
1596,39,44900,TETOUAN ZONE INDUSTRIELLE,TETOUAN,TETOUAN,TANGER,Agence Zone Ind Km 7 Lot 63 Route de Martil 93006 TETOUAN,-5.310000000000000,35.604999999999997,67,2406,Tétouan,536347
1597,55,45600,TETOUAN MY EL HASSAN,TETOUAN,TETOUAN,TANGER,"Ang Avenue Chefchaouen msalla, Av Abdelkhalek Torres Saniat Ermel 93003 TETOUAN",-5.354000000000000,35.572000000000003,67,2406,Tétouan,536347
1598,109,45200,MARTIL,MARTIL,TETOUAN,TANGER,Av Hassan II Centre Ville 93152 MARTIL,-5.279000000000000,35.616000000000000,67,2406,Tétouan,536347
1599,117,45063,TETOUAN TOUILAA,TETOUAN,TETOUAN,TANGER,n°5 Av Med Al Kharraz Rue Al Baraem 93014 TETOUAN,-5.356000000000000,35.581000000000003,67,2406,Tétouan,536347
1600,125,45000,TETOUAN PPAL,TETOUAN,TETOUAN,TANGER,Av Prince Héritier Place My El Mehdi Centre Ville 93013 TETOUAN,-5.374000000000000,35.570999999999998,67,2406,Tétouan,536347
1601,209,48500,TETOUAN TABOULA,TETOUAN,TETOUAN,TANGER,N°13 AVENUE OMAR EL MOKHTAR Quartier taboula 93016 TETOUAN,-5.400000000000000,35.567999999999998,67,2406,Tétouan,536347
1602,316,45900,BNI KARRICH FOUKI,DAR BNI KARRICH,TETOUAN,TANGER,Bni Karrich Fouki Boussof 93052 TETOUAN,-5.440000000000000,35.511000000000003,67,2406,Tétouan,536347
1603,568,45040,EL FENDEQ,AIN LAHSAN,TETOUAN,TANGER,commune AIN LAHSAN  93026 TETOUAN,-5.581000000000000,35.564000000000000,67,2406,Tétouan,536347
1604,645,44830,JEMAA EL OUED,AL OUED,TETOUAN,TANGER,commune AL OUED 93033 TETOUAN,-5.299000000000000,35.262999999999998,67,2406,Tétouan,536347
1605,693,45030,AZLA,AZLA,TETOUAN,TANGER,commune AZLA  93022 TETOUAN,-5.248000000000000,35.554000000000002,67,2406,Tétouan,536347
1606,707,32830,BGHAGHZA,BGHAGHZA,TETOUAN,TANGER,commune BGHAGHZA  90072 TETOUAN,-5.651000000000000,35.429000000000002,67,2406,Tétouan,536347
1607,726,45041,BENI YDER,BNI IDDER,TETOUAN,TANGER,commune BNI IDDER  93023 TETOUAN,-5.497000000000000,35.392000000000003,67,2406,Tétouan,536347
1608,891,45031,DAR BEN SADDOUK,JBEL LAHBIB,TETOUAN,TANGER,commune JBEL LAHBIB  93024 TETOUAN,-5.782000000000000,35.451999999999998,67,2406,Tétouan,536347
1609,1295,48232,TASSIFT,TASSIFT,CHEFCHAOUEN,TANGER,commune TASSIFT  91036 CHEFCHAOUEN,-5.116000000000000,35.402999999999999,67,2406,Tétouan,536347
1610,1362,45042,ZAOUIA SIDI KACEM,ZAOUIAT SIDI KACEM,TETOUAN,TANGER,commune ZAOUIAT SIDI KACEM 93032 TETOUAN,-5.213000000000000,35.484999999999999,67,2406,Tétouan,536347
1611,1387,44800,ASMATEN,AL HAMRA,TETOUAN,TANGER,En face de  El kiada Centre Asmaten Al hamra 93015 TETOUAN,-5.372000000000000,35.332000000000001,67,2406,Tétouan,536347
1612,1457,45800,TETOUAN TOUABEL,TETOUAN,TETOUAN,TANGER,Lot Touabel Bas Av Mohammed Daoud Touabel Soufla 93005 TETOUAN,-5.346000000000000,35.581000000000003,67,2406,Tétouan,536347
1613,1475,45500,TETOUAN MHANECH,TETOUAN,TETOUAN,TANGER,M'hannech II ACT S.A. FA Avenue El Hajeb 93002 TETOUAN,-5.363000000000000,35.564999999999998,67,2406,Tétouan,536347
1614,1502,45400,OUED LAOU,OUED LAOU,TETOUAN,TANGER,Oued Laou Avenue El Massira 93252 OUED LAOU,-5.107000000000000,35.448000000000000,67,2406,Tétouan,536347
1615,100,33000,OUEZZANE,OUEZZANE,SIDI KACEM,RABAT,Av Allal Ben Abdellah Quartier Zerktouni 16203 OUEZZANE,-5.576000000000000,34.807000000000002,68,2407,Ouezzane,322630
1616,731,33035,BNI QUOLLA,BNI QUOLLA,SIDI KACEM,RABAT,commune BNI QUOLLA  16224 SIDI KACEM,-5.568000000000000,34.768000000000001,68,2407,Ouezzane,322630
1617,943,33034,AIN DORIJ,LAMJAARA,SIDI KACEM,RABAT,commune LAMJAARA  16222 SIDI KACEM,-5.300000000000000,34.621000000000002,68,2407,Ouezzane,322630
1618,969,33031,SEBT RMEL,MASMOUDA,SIDI KACEM,RABAT,commune MASMOUDA  16223 SIDI KACEM,-5.699000000000000,34.798999999999999,68,2407,Ouezzane,322630
1619,1124,33036,OUNNANA,OUNNANA,SIDI KACEM,RABAT,commune OUNNANA  16225 SIDI KACEM,-5.331000000000000,34.697000000000003,68,2407,Ouezzane,322630
1620,1171,37730,SIDI AHMED CHERIF,SIDI AHMED CHERIF,SIDI KACEM,RABAT,commune SIDI AHMED CHERIF 16032 SIDI KACEM,-5.286000000000000,34.542999999999999,68,2407,Ouezzane,322630
1621,1518,33060,OUEZZANE ROUIDA,OUEZZANE,SIDI KACEM,RABAT,Place Bir Anzarane Rouida 16036OUEZZANE,-5.567000000000000,34.793999999999997,68,2407,Ouezzane,322630
1622,1607,33061,OUEZZANE RMEL,OUEZZANE,SIDI KACEM,RABAT,N 199 Route de Rabat Av Mohamed V Rmel 16035 OUEZZANE,-5.587000000000000,34.795999999999999,68,2407,Ouezzane,322630
1623,1718,37700,SIDI BOUSBER,SIDI BOUSBER,SIDI KACEM,RABAT,Sidi Bousber Centre 16004 SIDI KACEM,-5.348000000000000,34.573999999999998,68,2407,Ouezzane,322630
1624,1721,33200,SIDI REDOUANE,SIDI REDOUANE,SIDI KACEM,RABAT,Sidi Redouane Centre 16202 SIDI KACEM,-5.444000000000000,34.685000000000002,68,2407,Ouezzane,322630
1625,1732,33100,TEROUAL,TEROUAL,SIDI KACEM,RABAT,Teroual Centre   16252 SIDI KACEM,-5.271000000000000,34.670000000000002,68,2407,Ouezzane,322630
1626,67,40100,SAIDIA,SAIDIA,BERKANE,OUJDA,Angle Bd Hassan II et Rue de la Poste 63602 SAIDIA,-2.225000000000000,35.079999999999998,69,2501,Berkane,285641
1627,83,40300,AKLIM,AKLIM,BERKANE,OUJDA,Angle Route Nador et Med Sghir Aklim 63252 AKLIM,-2.522000000000000,34.883000000000003,69,2501,Berkane,285641
1628,305,40000,BERKANE PPAL,BERKANE,BERKANE,OUJDA,Bd. Mohamed V Hay Hassani 63304 BERKANE,-2.327000000000000,34.927999999999997,69,2501,Berkane,285641
1629,306,4100,AHFIR,AHFIR,BERKANE,OUJDA,Bd. Mohamed V Quartier Administratif 63052 AHFIR,-2.103000000000000,34.948000000000000,69,2501,Berkane,285641
1630,748,40030,ZAYEST,BOUGHRIBA,BERKANE,OUJDA,commune BOUGHRIBA 63322 BERKANE,-2.431000000000000,34.933999999999997,69,2501,Berkane,285641
1631,920,40033,LAATMNA,LAATAMNA,BERKANE,OUJDA,commune LAATAMNA 63324 BERKANE,-2.261000000000000,35.037999999999997,69,2501,Berkane,285641
1632,977,4331,MECHRA HOUMMADI,MECHRAA HAMMADI,TAOURIRT,OUJDA,commune MECHRAA HAMMADI 65472 TAOURIRT,-2.744000000000000,34.716999999999999,69,2501,Berkane,285641
1633,1145,40530,RISLANE,RISLANE,BERKANE,OUJDA,commune RISLANE 63672 BERKANE,-2.520000000000000,34.759000000000000,69,2501,Berkane,285641
1634,1363,40032,ZEGZEL,ZEGZEL,BERKANE,OUJDA,commune ZEGZEL 63323 BERKANE,-2.388000000000000,34.884999999999998,69,2501,Berkane,285641
1635,1467,40400,MADAGH,MADAGH,BERKANE,OUJDA,Madagh Centre 63303 BERKANE,-2.334000000000000,35.009000000000000,69,2501,Berkane,285641
1636,1487,40010,BERKANE BOUHDILA,BERKANE,BERKANE,OUJDA,"N° 27 RUE slimania lot lahbil, 63306 BERKANE",-2.310000000000000,34.930999999999997,69,2501,Berkane,285641
1637,1589,40700,AIN ERREGADA,AIN ERREGGADA,BERKANE,OUJDA,Route Berkane Ain Reggada Centre 63202 AIN ERREGGADA,-2.230000000000000,34.932000000000002,69,2501,Berkane,285641
1638,1694,41800,BERKANE EL OUIDADIYA,BERKANE,BERKANE,OUJDA,Rue Sijilmassa Quartier El Ouidadia 63302 BERKANE,-2.312000000000000,34.923999999999999,69,2501,Berkane,285641
1639,1702,40060,BERKANE EL GRABA,BERKANE,BERKANE,OUJDA,RUE Zerhoune El Andalous 63305 BERKANE,-2.325000000000000,34.918999999999997,69,2501,Berkane,285641
1640,1705,40110,SAIDIA MARINA,SAIDIA,BERKANE,OUJDA,"Saidia Medina N 213/3 et 213/4, 63603  SAIDIA",-2.217000000000000,35.084000000000003,69,2501,Berkane,285641
1641,1717,40500,SIDI BOUHOURIA,SIDI BOUHRIA,BERKANE,OUJDA,Sidi Bouhouria Centre   63652 BERKANE,-2.362000000000000,34.752000000000002,69,2501,Berkane,285641
1642,1726,40200,TAFORHALT,TAFOUGHALT,BERKANE,OUJDA,Taforhalt Centre   63752 BERKANE,-2.423000000000000,34.817000000000000,69,2501,Berkane,285641
1643,41,41300,AIN CHOUATER,AIN CHOUATER,FIGUIG,OUJDA,Ain Chouater Centre   61052 FIGUIG,-3.000000000000000,31.876999999999999,70,2502,Figuig,137683
1644,240,17100,TALSINNT,TALSSINT,FIGUIG,OUJDA,Bd El Barid Cité Administratif TALSSINT 61252 FIGUIG,-3.438000000000000,32.536999999999999,70,2502,Figuig,137683
1645,248,41060,BOUARFA HAY TOBA,BOUARFA,FIGUIG,OUJDA,Bd Hassan II  61203 BOUARFA,-1.964000000000000,32.536999999999999,70,2502,Figuig,137683
1646,308,41000,BOUARFA,BOUARFA,FIGUIG,OUJDA,Bd. Mohamed VI 61202 BOUARFA,-1.964000000000000,32.521999999999998,70,2502,Figuig,137683
1647,318,41200,BOUANANE,BOUANANE,FIGUIG,OUJDA,Bouanane Centre   61152 FIGUIG,-3.061000000000000,32.054000000000002,70,2502,Figuig,137683
1648,374,15300,BENI TAJJITE,BNI TADJITE,FIGUIG,OUJDA,Centre Beni Tajjit Centre 61102 FIGUIG,-3.472000000000000,32.292000000000002,70,2502,Figuig,137683
1649,724,41031,MENGOUB,BNI GUIL,FIGUIG,OUJDA,commune BNI GUIL  61223 FIGUIG,-2.347000000000000,32.267000000000003,70,2502,Figuig,137683
1650,737,15330,AIT AHMAD OU HADDOU,BNI TADJITE,FIGUIG,OUJDA,commune BNI TADJITE  61122 FIGUIG,-3.773000000000000,32.417000000000002,70,2502,Figuig,137683
1651,743,41030,AIN ECHCHAIR,BOUANANE,FIGUIG,OUJDA,commune BOUANANE  61222 FIGUIG,-2.513000000000000,32.206000000000003,70,2502,Figuig,137683
1652,746,17130,ANOUAL BOUCHAOUEN,BOUCHAOUENE,FIGUIG,OUJDA,commune BOUCHAOUENE  61272 FIGUIG,-3.092000000000000,32.682000000000002,70,2502,Figuig,137683
1653,755,17131,BOUMERIEM,BOUMERIEME,FIGUIG,OUJDA,commune BOUMERIEME  61273 FIGUIG,-3.766000000000000,32.689000000000000,70,2502,Figuig,137683
1654,1704,42060,FIGUIG ZENAGA,FIGUIG,FIGUIG,OUJDA,Sahat Tachraft Zenaga 61004 FIGUIG,-1.240000000000000,32.119999999999997,70,2502,Figuig,137683
1655,1731,41100,TENDRARA,TENDRARA,FIGUIG,OUJDA,Tendrara Centre 61302 FIGUIG,-2.000000000000000,33.048000000000002,70,2502,Figuig,137683
1656,89,4200,AIN BENI MATHAR,AIN BNI MATHAR,JERADA,OUJDA,Angle rue tendrara et rue de la poste Cité Nouvelle 64102 AIN BNI MATHAR,-2.103000000000000,34.015000000000001,71,2503,Jerada,106858
1657,266,40600,HASSI BLAL,JERADA,JERADA,OUJDA,Bd Laayoune Hassi Blal Centre 64502 JERADA,-2.192000000000000,34.298000000000002,71,2503,Jerada,106858
1658,324,4400,JERADA,JERADA,JERADA,OUJDA,Boulevard de la Poste Jerada Centre 64552 JERADA,-2.156000000000000,34.311999999999998,71,2503,Jerada,106858
1659,530,4600,TOUISSITE,TOUISSIT,JERADA,OUJDA,Cité Economique 64852 TOUISSIT,-1.763000000000000,34.479999999999997,71,2503,Jerada,106858
1660,825,4433,GUEFAIT,GAFAIT,JERADA,OUJDA,commune GAFAIT 64573 JERADA,-2.354000000000000,34.212000000000003,71,2503,Jerada,106858
1661,918,4432,EL AOUINET,LAAOUINATE,JERADA,OUJDA,commune LAAOUINATE 64572 JERADA,-2.142000000000000,34.326999999999998,71,2503,Jerada,106858
1662,1015,4230,MERIJA,MRIJA,JERADA,OUJDA,commune MRIJA 64122 JERADA,-2.385000000000000,34.024000000000001,71,2503,Jerada,106858
1663,1046,4034,OUED EL HEIMER,OUED HEIMER,JERADA,OUJDA,commune OUED HEIMER 64022 JERADA,-1.899000000000000,34.451999999999998,71,2503,Jerada,106858
1664,1089,4231,OULED GHZIYEL,OULAD GHZIYEL,JERADA,OUJDA,commune OULAD GHZIYEL 64123 JERADA,-2.552000000000000,33.844999999999999,71,2503,Jerada,106858
1665,1323,4630,TIOULI,TIOULI,JERADA,OUJDA,commune TIOULI 64872 JERADA,-1.850000000000000,34.378000000000000,71,2503,Jerada,106858
1666,1618,4900,AIN EL GUENFOUDA,GUENFOUDA,JERADA,OUJDA,Route Jerada Ain El guenfouda Centre   64152 JERADA,-2.060000000000000,34.475000000000001,71,2503,Jerada,106858
1667,1744,4500,ZELLIDJA BOUBKER,SIDI BOUBKER,JERADA,OUJDA,Zellidja Boubker Centre 64902 JERADA,-1.726000000000000,34.475999999999999,71,2503,Jerada,106858
1668,103,43860,MONTE ARUI AL MASSIRA,AL AAROUI,NADOR,OUJDA,AV des FAR Cité Administrative 62553 AL AAROUI,-3.008000000000000,35.012000000000000,72,2504,Nador,535319
1669,104,49900,NADOR LAARI CHEIKH,NADOR,NADOR,OUJDA,AV des FAR Laari Cheikh 62005 NADOR,-2.926000000000000,35.173000000000002,72,2504,Nador,535319
1670,231,43800,MONTE ARRUI,AL AAROUI,NADOR,OUJDA,Bd Al Massira Cité Administratif 62552 AL AAROUI,-2.972000000000000,35.021000000000001,72,2504,Nador,535319
1671,237,44700,HAD BNI CHIKER,BNI CHIKER,NADOR,OUJDA,Bd Bir Anzarane Had bni chiker Centre 62302 NADOR,-3.007000000000000,35.279000000000003,72,2504,Nador,535319
1672,261,44400,TIZTOUTINE,TIZTOUTINE,NADOR,OUJDA,Bd Hassan II Quartier Administratif tiztoutine 62802 NADOR,-3.152000000000000,34.975999999999999,72,2504,Nador,535319
1673,262,42600,RAS EL MA,RAS EL MA,NADOR,OUJDA,Bd Hassan II rue n° 1 Ras El Ma Centre 62602 NADOR,-2.426000000000000,35.137999999999998,72,2504,Nador,535319
1674,283,43200,SEGANGAN,ZEGHANGHANE,NADOR,OUJDA,Bd Mohamed V Segangan Centre 62652 ZEGHANGHANE,-3.008000000000000,35.146999999999998,72,2504,Nador,535319
1675,546,44430,AFSOU,AFSOU,NADOR,OUJDA,commune AFSOU  62822 NADOR,-3.175000000000000,34.825000000000003,72,2504,Nador,535319
1676,734,42930,BNI SIDEL LOUTA,BNI SIDEL LOUTA,NADOR,OUJDA,commune BNI SIDEL LOUTA  62872 NADOR,-3.114000000000000,35.116999999999997,72,2504,Nador,535319
1677,744,43032,BOUARG,BOUARG,NADOR,OUJDA,commune BOUARG  62023 NADOR,-2.898000000000000,35.125000000000000,72,2504,Nador,535319
1678,816,43931,FARKHANA,FARKHANA,NADOR,OUJDA,commune FARKHANA  62024 NADOR,-2.970000000000000,35.292000000000002,72,2504,Nador,535319
1679,849,43040,AAZANEN,IAAZZANENE,NADOR,OUJDA,commune IAAZZANENE  62022 NADOR,-3.094000000000000,35.258000000000003,72,2504,Nador,535319
1680,869,43232,IHADDADENE,IHDDADEN,NADOR,OUJDA,commune IHDDADEN  62673 NADOR,-2.961000000000000,35.164999999999999,72,2504,Nador,535319
1681,886,43231,BENI BOU IFROUR,JAADAR,NADOR,OUJDA,commune JAADAR  62672 NADOR,-2.988000000000000,35.155999999999999,72,2504,Nador,535319
1682,1081,43130,OULAD DAOUD ZKHANINE,OULAD DAOUD ZKHANINE,NADOR,OUJDA,commune OULAD DAOUD ZKHANINE  62922 NADOR,-2.549000000000000,35.024999999999999,72,2504,Nador,535319
1683,1338,43041,MECHRA KLILA,TIZTOUTINE,NADOR,OUJDA,commune TIZTOUTINE  62025 NADOR,-3.167000000000000,34.954999999999998,72,2504,Nador,535319
1684,1350,43033,TAOUIMA,TOUIMA,NADOR,OUJDA,commune TOUIMA  62026 NADOR,-2.927000000000000,35.139000000000003,72,2504,Nador,535319
1685,1440,43000,NADOR,NADOR,NADOR,OUJDA,Kaid Ahmed Rifi Quartier Administratif 62003 NADOR,-2.925000000000000,35.176000000000002,72,2504,Nador,535319
1686,1623,42500,HASSI BERKANE,HASSI BERKANE,NADOR,OUJDA,Route Principale Quartier Administratif HASSI BERKANE 62902 NADOR,-2.876000000000000,34.840000000000003,72,2504,Nador,535319
1687,1625,42900,TLETA JBEL,BNI SIDEL JBEL,NADOR,OUJDA,Route Principale Tleta Jbel Centre   62852 NADOR,-3.051000000000000,35.186000000000000,72,2504,Nador,535319
1688,1635,42800,SELOUANE,SELOUANE,NADOR,OUJDA,Rue 1 Quartier El Amal selouane 62702 NADOR,-2.928000000000000,35.069000000000003,72,2504,Nador,535319
1689,1642,42400,NADOR OULAD MIMOUN,NADOR,NADOR,OUJDA,Rue 7 Hay Oulad Mimoun 62002 NADOR,-2.936000000000000,35.167999999999999,72,2504,Nador,535319
1690,1676,42700,KARIAT ARKMANE,KARIAT AREKMANE,NADOR,OUJDA,Rue la Marche Verte Quartier El Fath KARIAT AREKMANE 62352 NADOR,-2.736000000000000,35.107999999999997,72,2504,Nador,535319
1691,1680,43900,BENI ENZAR,BNI ANSAR,NADOR,OUJDA,Rue Moulay Ismail Quartier Kalefa 62052 BNI ANSAR,-2.933000000000000,35.268999999999998,72,2504,Nador,535319
1692,1693,43010,NADOR OULED BOUTAYEB,NADOR,NADOR,OUJDA, N° 84 Rue Segangane Hay Oulad Boutaieb 62032 Nador,-2.936000000000000,35.182000000000002,72,2504,Nador,535319
1693,1695,43100,ZAIO,ZAIO,NADOR,OUJDA,Rue Tarik Ibn Ziad Zaio Centre 62903 ZAIO,-2.737000000000000,34.944000000000003,72,2504,Nador,535319
1694,76,48800,OUJDA LAZARET,OUJDA,OUJDA ANGAD,OUJDA,"Angle Bd Oued eddahab et Rue Al Wassila 1 lazaret, 60084 OUJDA",-1.871000000000000,34.691000000000003,73,2505,Oujda-Angad,527099
1695,80,41900,OUJDA ISLY,OUJDA,OUJDA ANGAD,OUJDA,Angle BV Mohammed Ben Abdellah et Rue Tafoghalt Hay El Mohammadi 60022 OUJDA,-1.919000000000000,34.688000000000002,73,2505,Oujda-Angad,527099
1696,92,4069,OUJDA LES IRIS,OUJDA,OUJDA ANGAD,OUJDA,n°19 Aouinet Serrak Hay Essalam 6000 OUJDA,-1.923000000000000,34.655999999999999,73,2505,Oujda-Angad,527099
1697,226,48700,OUJDA HABOUS,OUJDA,OUJDA ANGAD,OUJDA,"n°3 Bd Abderrahim Bouabid lotiss. Miri , 60082 OUJDA",-1.894000000000000,34.670000000000002,73,2505,Oujda-Angad,527099
1698,235,4060,OUJDA BADR,OUJDA,OUJDA ANGAD,OUJDA,Bd BADR Lamhalla 60034 OUJDA,-1.922000000000000,34.673999999999999,73,2505,Oujda-Angad,527099
1699,244,4061,OUJDA MEDINA,OUJDA,OUJDA ANGAD,OUJDA,Bd El Mghrib Al Arabi Oujda Centre 60042,-1.911000000000000,34.679000000000002,73,2505,Oujda-Angad,527099
1700,245,4065,OUJDA AL QODS,OUJDA,OUJDA ANGAD,OUJDA,Masjid Al Omma Bd ESSMARA El MASSIRA 60033 OUJDA,-1.908000000000000,34.670999999999999,73,2505,Oujda-Angad,527099
1701,255,4700,BENI DRAR,BNI DRAR,OUJDA ANGAD,OUJDA,Bd Hassan II Beni Drar Centre 60352 BNI DRAR,-1.994000000000000,34.853000000000002,73,2505,Oujda-Angad,527099
1702,273,4000,OUJDA PPAL,OUJDA,OUJDA ANGAD,OUJDA,Place Jedah angle Bd Mohamed V et rue sidi brahim 60013 OUJDA,-1.915000000000000,34.683999999999997,73,2505,Oujda-Angad,527099
1703,274,4070,OUJDA BOULEVARD MOHAMMED V,OUJDA,OUJDA ANGAD,OUJDA,Bd Mohamed V 60013 OUJDA,-1.914000000000000,34.685000000000002,73,2505,Oujda-Angad,527099
1704,292,49000,OUJDA EL AMAL,OUJDA,OUJDA ANGAD,OUJDA,"Bd Sidi Soltane lotis. Mchioeur Route Jerada, 60053 OUJDA",-1.906000000000000,34.683000000000000,73,2505,Oujda-Angad,527099
1705,294,41600,OUJDA TAKKADOUM,OUJDA,OUJDA ANGAD,OUJDA,Bd Takadoum Quartier takadoum 60004 OUJDA,-1.918000000000000,34.697000000000003,73,2505,Oujda-Angad,527099
1706,300,40800,OUJDA ER-RIAD,OUJDA,OUJDA ANGAD,OUJDA,Bd. Allal El Fassi Quartier Erriad 60002 OUJDA,-1.902000000000000,34.680000000000000,73,2505,Oujda-Angad,527099
1707,346,4800,AIN ES SFA,AIN SFA,OUJDA ANGAD,OUJDA,centre Ain Essfa Centre 60005 OUJDA ANGAD,-2.136000000000000,34.753999999999998,73,2505,Oujda-Angad,527099
1708,528,41400,NAIMA,NAIMA,OUJDA ANGAD,OUJDA,Cité Administratif 60026 NAIMA,-2.224000000000000,34.607999999999997,73,2505,Oujda-Angad,527099
1709,548,4130,ARHBAL,AGHBAL,BERKANE,OUJDA,commune AGHBAL 63072 BERKANE,-2.113000000000000,34.901000000000003,73,2505,Oujda-Angad,527099
1710,554,4035,OUJDA AEROPORT ANGAD,AHL ANGAD,OUJDA ANGAD,OUJDA,commune AHL ANGAD  60023 OUJDA ANGAD,-1.922000000000000,34.786999999999999,73,2505,Oujda-Angad,527099
1711,555,4036,ZOUDJ BGHAL,AHL ANGAD,OUJDA ANGAD,OUJDA,commune AHL ANGAD  60024 OUJDA ANGAD,-1.834000000000000,34.764000000000003,73,2505,Oujda-Angad,527099
1712,988,41430,MESTEFERKI,MESTFERKI,OUJDA ANGAD,OUJDA,commune MESTFERKI  60025 OUJDA ANGAD,-2.215000000000000,34.488999999999997,73,2505,Oujda-Angad,527099
1713,1380,48900,OUJDA LAMHARCHI,OUJDA,OUJDA ANGAD,OUJDA,COOMPLEXE AMAL HAY MHARCHI 60052 OUJDA,-1.943000000000000,34.691000000000003,73,2505,Oujda-Angad,527099
1714,1385,41700,EL BESSARA,BSARA,OUJDA ANGAD,OUJDA,El Bessara Centre 60006 OUJDA ANGAD,-2.236000000000000,34.688000000000002,73,2505,Oujda-Angad,527099
1715,1470,4067,OUJDA QUARTIER INDUSTRIEL,OUJDA,OUJDA ANGAD,OUJDA,N° 18 Rue H 6 Lotissement Boubcher  60044 OUJDA,-1.900000000000000,34.698999999999998,73,2505,Oujda-Angad,527099
1716,1496,49100,OUJDA JAWHARA,OUJDA,OUJDA ANGAD,OUJDA,"n°3 angle Rue B4 et rue B3 hay Jaouhara, 60054 OUJDA",-1.930000000000000,34.668999999999997,73,2505,Oujda-Angad,527099
1717,1580,49200,OUJDA L UNIVERSITE,OUJDA,OUJDA ANGAD,OUJDA,Route de l'Université Med 1er  BLD Med VI Quartier Qods 60083 Oujda,-1.901000000000000,34.651000000000003,73,2505,Oujda-Angad,527099
1718,1617,48600,OUJDA EL AOUNIA,OUJDA,OUJDA ANGAD,OUJDA,N° 3 Route Sidi Driss  lot Naima 60014 OUJDA,-1.892000000000000,34.689000000000000,73,2505,Oujda-Angad,527099
1719,1629,40900,SIDI YAHIA D'OUJDA,OUJDA,OUJDA ANGAD,OUJDA,Route Sidi Yahya Quartier El Khalfaoui 60702 OUJDA,-1.867000000000000,34.667000000000002,73,2505,Oujda-Angad,527099
1720,1630,42200,OUJDA NAHDA,OUJDA,OUJDA ANGAD,OUJDA,n° 101 Rue B 30/20 Route Taza bld mbarek el bakkay Hay Si Lakhdar 60012 OUJDA,-1.938000000000000,34.680999999999997,73,2505,Oujda-Angad,527099
1721,1637,42100,OUJDA ESSAADA,OUJDA,OUJDA ANGAD,OUJDA,Rue 16 Dhar Lamhala 60016 OUJDA,-1.887000000000000,34.679000000000002,73,2505,Oujda-Angad,527099
